12: Acquisition,"Objective 12:  Evaluate whether management establishes acquisition processes that are commensurate with the entity’s business and procurement needs and assesses and mitigates procurement risks associated with overall entity strategic, regulatory, and operational risks. (Section VI “Acquisition”)

Examiners should review the following:
- Project requests and plans related to acquisition.
- Risk assessments, strategic and business plans, and due diligence activities, including meeting minutes related to the acquisition process.
- Contracts and licensing agreements for appropriate provisions, responsibilities and accountability, and mitigation strategies.
- Acquisition-related requests containing documented evaluation criteria and sufficient information for decision-making.
- Documentation standards and procedures, including for updating documentation.
- Stakeholder training and guidance in the acquisition process.
- Audits related to the acquisition process and procurement.",FFIEC-DAM-12.02,"2.  Assess management’s procurement process. Consider management actions to
a. Develop and manage an effective IT procurement process to meet the entity’s acquisition and contract fulfillment needs.
b. Follow a structured procurement process for any IT procurement, but particularly when procuring significant systems, components, products, and services to help ensure that each step in the process is addressed.
c. Ascertain that, at a minimum, procured hardware, software, and services adhere to entity standards.",Semantic,Intersects,8,10,"EX.DD-04.01: The organization defines and implements procedures for assessing the compatibility, security, integrity, and authenticity of externally-developed or externally-sourced applications, software, software components, and firmware before deployment and upon any major change.",<div>EXTEND / Procurement Planning and Due Diligence / Product &amp; Service Due Diligence</div>,EX.DD-04.01,145.297,
12: Acquisition,"Objective 12:  Evaluate whether management establishes acquisition processes that are commensurate with the entity’s business and procurement needs and assesses and mitigates procurement risks associated with overall entity strategic, regulatory, and operational risks. (Section VI “Acquisition”)

Examiners should review the following:
- Project requests and plans related to acquisition.
- Risk assessments, strategic and business plans, and due diligence activities, including meeting minutes related to the acquisition process.
- Contracts and licensing agreements for appropriate provisions, responsibilities and accountability, and mitigation strategies.
- Acquisition-related requests containing documented evaluation criteria and sufficient information for decision-making.
- Documentation standards and procedures, including for updating documentation.
- Stakeholder training and guidance in the acquisition process.
- Audits related to the acquisition process and procurement.",FFIEC-DAM-12.02,"2.  Assess management’s procurement process. Consider management actions to
a. Develop and manage an effective IT procurement process to meet the entity’s acquisition and contract fulfillment needs.
b. Follow a structured procurement process for any IT procurement, but particularly when procuring significant systems, components, products, and services to help ensure that each step in the process is addressed.
c. Ascertain that, at a minimum, procured hardware, software, and services adhere to entity standards.",Semantic,Intersects,8,10,"EX.DD-04.02: The organization reviews and evaluates any technologies or information systems proposed to support a third party's services or activities, to include compatibility with the organization's technology and cybersecurity architectures, interactions and interfaces with existing systems, security controls, operational management and support requirements, and suitability to the task.",<div>EXTEND / Procurement Planning and Due Diligence / Product &amp; Service Due Diligence</div>,EX.DD-04.02,145.298,
12: Acquisition,"Objective 12:  Evaluate whether management establishes acquisition processes that are commensurate with the entity’s business and procurement needs and assesses and mitigates procurement risks associated with overall entity strategic, regulatory, and operational risks. (Section VI “Acquisition”)

Examiners should review the following:
- Project requests and plans related to acquisition.
- Risk assessments, strategic and business plans, and due diligence activities, including meeting minutes related to the acquisition process.
- Contracts and licensing agreements for appropriate provisions, responsibilities and accountability, and mitigation strategies.
- Acquisition-related requests containing documented evaluation criteria and sufficient information for decision-making.
- Documentation standards and procedures, including for updating documentation.
- Stakeholder training and guidance in the acquisition process.
- Audits related to the acquisition process and procurement.",FFIEC-DAM-12.03,"3.  Assess whether management has established policies, standards, and procedures to better assist in the effective and consistent management of the entity’s acquisition process. Consider management’s actions to
a. Provide for acquisition policies, standards, and procedures that promote the
-  Definition of a process for issuing information requests (e.g., RFIs and RFPs) to third parties.
-  Performance of appropriate third-party due diligence processes.
-  Negotiation of the contract to ensure that it contains terms amenable to entity management and types of IT-related provisions to consider before contract execution.
-  Establishment of processes for the entity’s contract signature authority and process for specialist review (e.g., subject matter experts, key stakeholder, legal, and compliance) of IT-related contracts before approval and signature.
-  Validation of the systems, components, products, and services to ensure that they meet user requirements before acceptance.
-  Transferability or portability of systems, components, products, and services if a third-party relationship is discontinued.
b. Understand the following risks and their effects on the business before entering foreign-based third-party relationships:
-  Legal.
-  Country.
-  Currency (or exchange rate).
-  Geopolitical.
-  Resilience.
c. Identify, plan, and address the root causes of foreign-based risks or crises to minimize their effects on the entity’s operations.
d. Plan for maintenance activities from the outset of the acquisition process to address secure continuity of operations.",Semantic,Intersects,8,10,"GV.RM-01.05: The organization's technology, cybersecurity, resilience, and third-party risk management programs, policies, resources, and priorities are aligned and mutually supporting.",GOVERN / Risk Management Strategy / Risk Management Objectives Agreement,GV.RM-01.05,009.019,
12: Acquisition,"Objective 12:  Evaluate whether management establishes acquisition processes that are commensurate with the entity’s business and procurement needs and assesses and mitigates procurement risks associated with overall entity strategic, regulatory, and operational risks. (Section VI “Acquisition”)

Examiners should review the following:
- Project requests and plans related to acquisition.
- Risk assessments, strategic and business plans, and due diligence activities, including meeting minutes related to the acquisition process.
- Contracts and licensing agreements for appropriate provisions, responsibilities and accountability, and mitigation strategies.
- Acquisition-related requests containing documented evaluation criteria and sufficient information for decision-making.
- Documentation standards and procedures, including for updating documentation.
- Stakeholder training and guidance in the acquisition process.
- Audits related to the acquisition process and procurement.",FFIEC-DAM-12.03,"3.  Assess whether management has established policies, standards, and procedures to better assist in the effective and consistent management of the entity’s acquisition process. Consider management’s actions to
a. Provide for acquisition policies, standards, and procedures that promote the
-  Definition of a process for issuing information requests (e.g., RFIs and RFPs) to third parties.
-  Performance of appropriate third-party due diligence processes.
-  Negotiation of the contract to ensure that it contains terms amenable to entity management and types of IT-related provisions to consider before contract execution.
-  Establishment of processes for the entity’s contract signature authority and process for specialist review (e.g., subject matter experts, key stakeholder, legal, and compliance) of IT-related contracts before approval and signature.
-  Validation of the systems, components, products, and services to ensure that they meet user requirements before acceptance.
-  Transferability or portability of systems, components, products, and services if a third-party relationship is discontinued.
b. Understand the following risks and their effects on the business before entering foreign-based third-party relationships:
-  Legal.
-  Country.
-  Currency (or exchange rate).
-  Geopolitical.
-  Resilience.
c. Identify, plan, and address the root causes of foreign-based risks or crises to minimize their effects on the entity’s operations.
d. Plan for maintenance activities from the outset of the acquisition process to address secure continuity of operations.",Semantic,Superset,9,10,GV.RR-02.04: Roles and responsibilities for the Third-Party Risk Management Program and for each third-party engagement are defined and assigned.,"GOVERN / Roles, Responsibilities, and Authorities / Risk Management Roles & Responsibilities",GV.RR-02.04,020.049,
12: Acquisition,"Objective 12:  Evaluate whether management establishes acquisition processes that are commensurate with the entity’s business and procurement needs and assesses and mitigates procurement risks associated with overall entity strategic, regulatory, and operational risks. (Section VI “Acquisition”)

Examiners should review the following:
- Project requests and plans related to acquisition.
- Risk assessments, strategic and business plans, and due diligence activities, including meeting minutes related to the acquisition process.
- Contracts and licensing agreements for appropriate provisions, responsibilities and accountability, and mitigation strategies.
- Acquisition-related requests containing documented evaluation criteria and sufficient information for decision-making.
- Documentation standards and procedures, including for updating documentation.
- Stakeholder training and guidance in the acquisition process.
- Audits related to the acquisition process and procurement.",FFIEC-DAM-12.03,"3.  Assess whether management has established policies, standards, and procedures to better assist in the effective and consistent management of the entity’s acquisition process. Consider management’s actions to
a. Provide for acquisition policies, standards, and procedures that promote the
-  Definition of a process for issuing information requests (e.g., RFIs and RFPs) to third parties.
-  Performance of appropriate third-party due diligence processes.
-  Negotiation of the contract to ensure that it contains terms amenable to entity management and types of IT-related provisions to consider before contract execution.
-  Establishment of processes for the entity’s contract signature authority and process for specialist review (e.g., subject matter experts, key stakeholder, legal, and compliance) of IT-related contracts before approval and signature.
-  Validation of the systems, components, products, and services to ensure that they meet user requirements before acceptance.
-  Transferability or portability of systems, components, products, and services if a third-party relationship is discontinued.
b. Understand the following risks and their effects on the business before entering foreign-based third-party relationships:
-  Legal.
-  Country.
-  Currency (or exchange rate).
-  Geopolitical.
-  Resilience.
c. Identify, plan, and address the root causes of foreign-based risks or crises to minimize their effects on the entity’s operations.
d. Plan for maintenance activities from the outset of the acquisition process to address secure continuity of operations.",Semantic,Superset,9,10,"GV.PO-01.08: The organization maintains documented third-party risk management program policies and procedures approved by the governing authority (e.g., the Board or one of its committees).","GOVERN / Policies, Processes, and Procedures / Establishment of Policies & Procedures",GV.PO-01.08,024.066,
12: Acquisition,"Objective 12:  Evaluate whether management establishes acquisition processes that are commensurate with the entity’s business and procurement needs and assesses and mitigates procurement risks associated with overall entity strategic, regulatory, and operational risks. (Section VI “Acquisition”)

Examiners should review the following:
- Project requests and plans related to acquisition.
- Risk assessments, strategic and business plans, and due diligence activities, including meeting minutes related to the acquisition process.
- Contracts and licensing agreements for appropriate provisions, responsibilities and accountability, and mitigation strategies.
- Acquisition-related requests containing documented evaluation criteria and sufficient information for decision-making.
- Documentation standards and procedures, including for updating documentation.
- Stakeholder training and guidance in the acquisition process.
- Audits related to the acquisition process and procurement.",FFIEC-DAM-12.03,"3.  Assess whether management has established policies, standards, and procedures to better assist in the effective and consistent management of the entity’s acquisition process. Consider management’s actions to
a. Provide for acquisition policies, standards, and procedures that promote the
-  Definition of a process for issuing information requests (e.g., RFIs and RFPs) to third parties.
-  Performance of appropriate third-party due diligence processes.
-  Negotiation of the contract to ensure that it contains terms amenable to entity management and types of IT-related provisions to consider before contract execution.
-  Establishment of processes for the entity’s contract signature authority and process for specialist review (e.g., subject matter experts, key stakeholder, legal, and compliance) of IT-related contracts before approval and signature.
-  Validation of the systems, components, products, and services to ensure that they meet user requirements before acceptance.
-  Transferability or portability of systems, components, products, and services if a third-party relationship is discontinued.
b. Understand the following risks and their effects on the business before entering foreign-based third-party relationships:
-  Legal.
-  Country.
-  Currency (or exchange rate).
-  Geopolitical.
-  Resilience.
c. Identify, plan, and address the root causes of foreign-based risks or crises to minimize their effects on the entity’s operations.
d. Plan for maintenance activities from the outset of the acquisition process to address secure continuity of operations.",Semantic,Intersects,9,10,"GV.SC-01.01: The organization maintains a third-party risk management strategy and program to identify and manage the risks associated with third parties throughout their lifecycles in a timely manner, including in support of sector-critical systems and operations, to ensure alignment within risk appetite.",GOVERN / Supply Chain Risk Management / Supply Chain Risk Management Program,GV.SC-01.01,031.075,
12: Acquisition,"Objective 12:  Evaluate whether management establishes acquisition processes that are commensurate with the entity’s business and procurement needs and assesses and mitigates procurement risks associated with overall entity strategic, regulatory, and operational risks. (Section VI “Acquisition”)

Examiners should review the following:
- Project requests and plans related to acquisition.
- Risk assessments, strategic and business plans, and due diligence activities, including meeting minutes related to the acquisition process.
- Contracts and licensing agreements for appropriate provisions, responsibilities and accountability, and mitigation strategies.
- Acquisition-related requests containing documented evaluation criteria and sufficient information for decision-making.
- Documentation standards and procedures, including for updating documentation.
- Stakeholder training and guidance in the acquisition process.
- Audits related to the acquisition process and procurement.",FFIEC-DAM-12.03,"3.  Assess whether management has established policies, standards, and procedures to better assist in the effective and consistent management of the entity’s acquisition process. Consider management’s actions to
a. Provide for acquisition policies, standards, and procedures that promote the
-  Definition of a process for issuing information requests (e.g., RFIs and RFPs) to third parties.
-  Performance of appropriate third-party due diligence processes.
-  Negotiation of the contract to ensure that it contains terms amenable to entity management and types of IT-related provisions to consider before contract execution.
-  Establishment of processes for the entity’s contract signature authority and process for specialist review (e.g., subject matter experts, key stakeholder, legal, and compliance) of IT-related contracts before approval and signature.
-  Validation of the systems, components, products, and services to ensure that they meet user requirements before acceptance.
-  Transferability or portability of systems, components, products, and services if a third-party relationship is discontinued.
b. Understand the following risks and their effects on the business before entering foreign-based third-party relationships:
-  Legal.
-  Country.
-  Currency (or exchange rate).
-  Geopolitical.
-  Resilience.
c. Identify, plan, and address the root causes of foreign-based risks or crises to minimize their effects on the entity’s operations.
d. Plan for maintenance activities from the outset of the acquisition process to address secure continuity of operations.",Semantic,Intersects,9,10,"GV.SC-03.01: The organization's third-party risk management strategy and program aligns with and supports its enterprise, technology, cybersecurity, and resilience risk management frameworks and programs.",GOVERN / Supply Chain Risk Management / Supply Chain Risk Management Integration,GV.SC-03.01,033.078,
12: Acquisition,"Objective 12:  Evaluate whether management establishes acquisition processes that are commensurate with the entity’s business and procurement needs and assesses and mitigates procurement risks associated with overall entity strategic, regulatory, and operational risks. (Section VI “Acquisition”)

Examiners should review the following:
- Project requests and plans related to acquisition.
- Risk assessments, strategic and business plans, and due diligence activities, including meeting minutes related to the acquisition process.
- Contracts and licensing agreements for appropriate provisions, responsibilities and accountability, and mitigation strategies.
- Acquisition-related requests containing documented evaluation criteria and sufficient information for decision-making.
- Documentation standards and procedures, including for updating documentation.
- Stakeholder training and guidance in the acquisition process.
- Audits related to the acquisition process and procurement.",FFIEC-DAM-12.03,"3.  Assess whether management has established policies, standards, and procedures to better assist in the effective and consistent management of the entity’s acquisition process. Consider management’s actions to
a. Provide for acquisition policies, standards, and procedures that promote the
-  Definition of a process for issuing information requests (e.g., RFIs and RFPs) to third parties.
-  Performance of appropriate third-party due diligence processes.
-  Negotiation of the contract to ensure that it contains terms amenable to entity management and types of IT-related provisions to consider before contract execution.
-  Establishment of processes for the entity’s contract signature authority and process for specialist review (e.g., subject matter experts, key stakeholder, legal, and compliance) of IT-related contracts before approval and signature.
-  Validation of the systems, components, products, and services to ensure that they meet user requirements before acceptance.
-  Transferability or portability of systems, components, products, and services if a third-party relationship is discontinued.
b. Understand the following risks and their effects on the business before entering foreign-based third-party relationships:
-  Legal.
-  Country.
-  Currency (or exchange rate).
-  Geopolitical.
-  Resilience.
c. Identify, plan, and address the root causes of foreign-based risks or crises to minimize their effects on the entity’s operations.
d. Plan for maintenance activities from the outset of the acquisition process to address secure continuity of operations.",Semantic,Intersects,7,10,"GV.SC-09.01: Consideration is specifically given to the implications of organizational third-party dependence, requirements, contracts, and interactions in the design, operation, monitoring, and improvement of policies, procedures, and controls to ensure the fulfillment of business requirements within risk appetite.",GOVERN / Supply Chain Risk Management / Supply Chain Security Practice Integration,GV.SC-09.01,036.081,
12: Acquisition,"Objective 12:  Evaluate whether management establishes acquisition processes that are commensurate with the entity’s business and procurement needs and assesses and mitigates procurement risks associated with overall entity strategic, regulatory, and operational risks. (Section VI “Acquisition”)

Examiners should review the following:
- Project requests and plans related to acquisition.
- Risk assessments, strategic and business plans, and due diligence activities, including meeting minutes related to the acquisition process.
- Contracts and licensing agreements for appropriate provisions, responsibilities and accountability, and mitigation strategies.
- Acquisition-related requests containing documented evaluation criteria and sufficient information for decision-making.
- Documentation standards and procedures, including for updating documentation.
- Stakeholder training and guidance in the acquisition process.
- Audits related to the acquisition process and procurement.",FFIEC-DAM-12.03,"3.  Assess whether management has established policies, standards, and procedures to better assist in the effective and consistent management of the entity’s acquisition process. Consider management’s actions to
a. Provide for acquisition policies, standards, and procedures that promote the
-  Definition of a process for issuing information requests (e.g., RFIs and RFPs) to third parties.
-  Performance of appropriate third-party due diligence processes.
-  Negotiation of the contract to ensure that it contains terms amenable to entity management and types of IT-related provisions to consider before contract execution.
-  Establishment of processes for the entity’s contract signature authority and process for specialist review (e.g., subject matter experts, key stakeholder, legal, and compliance) of IT-related contracts before approval and signature.
-  Validation of the systems, components, products, and services to ensure that they meet user requirements before acceptance.
-  Transferability or portability of systems, components, products, and services if a third-party relationship is discontinued.
b. Understand the following risks and their effects on the business before entering foreign-based third-party relationships:
-  Legal.
-  Country.
-  Currency (or exchange rate).
-  Geopolitical.
-  Resilience.
c. Identify, plan, and address the root causes of foreign-based risks or crises to minimize their effects on the entity’s operations.
d. Plan for maintenance activities from the outset of the acquisition process to address secure continuity of operations.",Semantic,Intersects,8,10,"ID.AM-08.06: Minimum cybersecurity requirements for third-parties cover the entire relationship lifecycle, from the acquisition of data through the return or destruction of data, to include limitations on data use, access, storage, and geographic location.",<div><font color=black>IDENTIFY / Asset Management / Asset Life Cycle Management</font></div>,ID.AM-08.06,053.110,
12: Acquisition,"Objective 12:  Evaluate whether management establishes acquisition processes that are commensurate with the entity’s business and procurement needs and assesses and mitigates procurement risks associated with overall entity strategic, regulatory, and operational risks. (Section VI “Acquisition”)

Examiners should review the following:
- Project requests and plans related to acquisition.
- Risk assessments, strategic and business plans, and due diligence activities, including meeting minutes related to the acquisition process.
- Contracts and licensing agreements for appropriate provisions, responsibilities and accountability, and mitigation strategies.
- Acquisition-related requests containing documented evaluation criteria and sufficient information for decision-making.
- Documentation standards and procedures, including for updating documentation.
- Stakeholder training and guidance in the acquisition process.
- Audits related to the acquisition process and procurement.",FFIEC-DAM-12.03,"3.  Assess whether management has established policies, standards, and procedures to better assist in the effective and consistent management of the entity’s acquisition process. Consider management’s actions to
a. Provide for acquisition policies, standards, and procedures that promote the
-  Definition of a process for issuing information requests (e.g., RFIs and RFPs) to third parties.
-  Performance of appropriate third-party due diligence processes.
-  Negotiation of the contract to ensure that it contains terms amenable to entity management and types of IT-related provisions to consider before contract execution.
-  Establishment of processes for the entity’s contract signature authority and process for specialist review (e.g., subject matter experts, key stakeholder, legal, and compliance) of IT-related contracts before approval and signature.
-  Validation of the systems, components, products, and services to ensure that they meet user requirements before acceptance.
-  Transferability or portability of systems, components, products, and services if a third-party relationship is discontinued.
b. Understand the following risks and their effects on the business before entering foreign-based third-party relationships:
-  Legal.
-  Country.
-  Currency (or exchange rate).
-  Geopolitical.
-  Resilience.
c. Identify, plan, and address the root causes of foreign-based risks or crises to minimize their effects on the entity’s operations.
d. Plan for maintenance activities from the outset of the acquisition process to address secure continuity of operations.",Semantic,Superset,9,10,"EX.DD-01.01: Documented procurement plans are developed for initiatives involving elevated business, technical, or cybersecurity risk in order to establish criteria for the evaluation and selection of a supplier, and any special requirements for organizational preparation, supplier due diligence, and contract terms.",EXTEND / Procurement Planning and Due Diligence / Procurement Planning,EX.DD-01.01,142.287,
12: Acquisition,"Objective 12:  Evaluate whether management establishes acquisition processes that are commensurate with the entity’s business and procurement needs and assesses and mitigates procurement risks associated with overall entity strategic, regulatory, and operational risks. (Section VI “Acquisition”)

Examiners should review the following:
- Project requests and plans related to acquisition.
- Risk assessments, strategic and business plans, and due diligence activities, including meeting minutes related to the acquisition process.
- Contracts and licensing agreements for appropriate provisions, responsibilities and accountability, and mitigation strategies.
- Acquisition-related requests containing documented evaluation criteria and sufficient information for decision-making.
- Documentation standards and procedures, including for updating documentation.
- Stakeholder training and guidance in the acquisition process.
- Audits related to the acquisition process and procurement.",FFIEC-DAM-12.03,"3.  Assess whether management has established policies, standards, and procedures to better assist in the effective and consistent management of the entity’s acquisition process. Consider management’s actions to
a. Provide for acquisition policies, standards, and procedures that promote the
-  Definition of a process for issuing information requests (e.g., RFIs and RFPs) to third parties.
-  Performance of appropriate third-party due diligence processes.
-  Negotiation of the contract to ensure that it contains terms amenable to entity management and types of IT-related provisions to consider before contract execution.
-  Establishment of processes for the entity’s contract signature authority and process for specialist review (e.g., subject matter experts, key stakeholder, legal, and compliance) of IT-related contracts before approval and signature.
-  Validation of the systems, components, products, and services to ensure that they meet user requirements before acceptance.
-  Transferability or portability of systems, components, products, and services if a third-party relationship is discontinued.
b. Understand the following risks and their effects on the business before entering foreign-based third-party relationships:
-  Legal.
-  Country.
-  Currency (or exchange rate).
-  Geopolitical.
-  Resilience.
c. Identify, plan, and address the root causes of foreign-based risks or crises to minimize their effects on the entity’s operations.
d. Plan for maintenance activities from the outset of the acquisition process to address secure continuity of operations.",Semantic,Superset,9,10,"EX.DD-01.02: Procurement plans address the inherent risks of the planned activity, to include the complexity of the endeavor in terms of technology, scope, and novelty, and demonstrate that the potential business and financial benefits outweigh the costs to control the anticipated risks.",EXTEND / Procurement Planning and Due Diligence / Procurement Planning,EX.DD-01.02,142.288,
12: Acquisition,"Objective 12:  Evaluate whether management establishes acquisition processes that are commensurate with the entity’s business and procurement needs and assesses and mitigates procurement risks associated with overall entity strategic, regulatory, and operational risks. (Section VI “Acquisition”)

Examiners should review the following:
- Project requests and plans related to acquisition.
- Risk assessments, strategic and business plans, and due diligence activities, including meeting minutes related to the acquisition process.
- Contracts and licensing agreements for appropriate provisions, responsibilities and accountability, and mitigation strategies.
- Acquisition-related requests containing documented evaluation criteria and sufficient information for decision-making.
- Documentation standards and procedures, including for updating documentation.
- Stakeholder training and guidance in the acquisition process.
- Audits related to the acquisition process and procurement.",FFIEC-DAM-12.03,"3.  Assess whether management has established policies, standards, and procedures to better assist in the effective and consistent management of the entity’s acquisition process. Consider management’s actions to
a. Provide for acquisition policies, standards, and procedures that promote the
-  Definition of a process for issuing information requests (e.g., RFIs and RFPs) to third parties.
-  Performance of appropriate third-party due diligence processes.
-  Negotiation of the contract to ensure that it contains terms amenable to entity management and types of IT-related provisions to consider before contract execution.
-  Establishment of processes for the entity’s contract signature authority and process for specialist review (e.g., subject matter experts, key stakeholder, legal, and compliance) of IT-related contracts before approval and signature.
-  Validation of the systems, components, products, and services to ensure that they meet user requirements before acceptance.
-  Transferability or portability of systems, components, products, and services if a third-party relationship is discontinued.
b. Understand the following risks and their effects on the business before entering foreign-based third-party relationships:
-  Legal.
-  Country.
-  Currency (or exchange rate).
-  Geopolitical.
-  Resilience.
c. Identify, plan, and address the root causes of foreign-based risks or crises to minimize their effects on the entity’s operations.
d. Plan for maintenance activities from the outset of the acquisition process to address secure continuity of operations.",Semantic,Superset,9,10,"EX.DD-01.03: Procurement plans address expected resource requirements and procedures for ongoing management and monitoring of the selected supplier, contingency plans for supplier non-performance, and specific considerations related to contract termination (e.g., return of data).",EXTEND / Procurement Planning and Due Diligence / Procurement Planning,EX.DD-01.03,142.289,
12: Acquisition,"Objective 12:  Evaluate whether management establishes acquisition processes that are commensurate with the entity’s business and procurement needs and assesses and mitigates procurement risks associated with overall entity strategic, regulatory, and operational risks. (Section VI “Acquisition”)

Examiners should review the following:
- Project requests and plans related to acquisition.
- Risk assessments, strategic and business plans, and due diligence activities, including meeting minutes related to the acquisition process.
- Contracts and licensing agreements for appropriate provisions, responsibilities and accountability, and mitigation strategies.
- Acquisition-related requests containing documented evaluation criteria and sufficient information for decision-making.
- Documentation standards and procedures, including for updating documentation.
- Stakeholder training and guidance in the acquisition process.
- Audits related to the acquisition process and procurement.",FFIEC-DAM-12.03,"3.  Assess whether management has established policies, standards, and procedures to better assist in the effective and consistent management of the entity’s acquisition process. Consider management’s actions to
a. Provide for acquisition policies, standards, and procedures that promote the
-  Definition of a process for issuing information requests (e.g., RFIs and RFPs) to third parties.
-  Performance of appropriate third-party due diligence processes.
-  Negotiation of the contract to ensure that it contains terms amenable to entity management and types of IT-related provisions to consider before contract execution.
-  Establishment of processes for the entity’s contract signature authority and process for specialist review (e.g., subject matter experts, key stakeholder, legal, and compliance) of IT-related contracts before approval and signature.
-  Validation of the systems, components, products, and services to ensure that they meet user requirements before acceptance.
-  Transferability or portability of systems, components, products, and services if a third-party relationship is discontinued.
b. Understand the following risks and their effects on the business before entering foreign-based third-party relationships:
-  Legal.
-  Country.
-  Currency (or exchange rate).
-  Geopolitical.
-  Resilience.
c. Identify, plan, and address the root causes of foreign-based risks or crises to minimize their effects on the entity’s operations.
d. Plan for maintenance activities from the outset of the acquisition process to address secure continuity of operations.",Semantic,Superset,9,10,"EX.DD-02.01: The organization implements procedures, and allocates sufficient resources with the requisite knowledge and experience, to conduct third party due diligence and risk assessment consistent with the procurement plan and commensurate with level of risk, criticality, and complexity of each third-party relationship.",EXTEND / Procurement Planning and Due Diligence / Prospective Third Party Due Diligence,EX.DD-02.01,143.290,
12: Acquisition,"Objective 12:  Evaluate whether management establishes acquisition processes that are commensurate with the entity’s business and procurement needs and assesses and mitigates procurement risks associated with overall entity strategic, regulatory, and operational risks. (Section VI “Acquisition”)

Examiners should review the following:
- Project requests and plans related to acquisition.
- Risk assessments, strategic and business plans, and due diligence activities, including meeting minutes related to the acquisition process.
- Contracts and licensing agreements for appropriate provisions, responsibilities and accountability, and mitigation strategies.
- Acquisition-related requests containing documented evaluation criteria and sufficient information for decision-making.
- Documentation standards and procedures, including for updating documentation.
- Stakeholder training and guidance in the acquisition process.
- Audits related to the acquisition process and procurement.",FFIEC-DAM-12.03,"3.  Assess whether management has established policies, standards, and procedures to better assist in the effective and consistent management of the entity’s acquisition process. Consider management’s actions to
a. Provide for acquisition policies, standards, and procedures that promote the
-  Definition of a process for issuing information requests (e.g., RFIs and RFPs) to third parties.
-  Performance of appropriate third-party due diligence processes.
-  Negotiation of the contract to ensure that it contains terms amenable to entity management and types of IT-related provisions to consider before contract execution.
-  Establishment of processes for the entity’s contract signature authority and process for specialist review (e.g., subject matter experts, key stakeholder, legal, and compliance) of IT-related contracts before approval and signature.
-  Validation of the systems, components, products, and services to ensure that they meet user requirements before acceptance.
-  Transferability or portability of systems, components, products, and services if a third-party relationship is discontinued.
b. Understand the following risks and their effects on the business before entering foreign-based third-party relationships:
-  Legal.
-  Country.
-  Currency (or exchange rate).
-  Geopolitical.
-  Resilience.
c. Identify, plan, and address the root causes of foreign-based risks or crises to minimize their effects on the entity’s operations.
d. Plan for maintenance activities from the outset of the acquisition process to address secure continuity of operations.",Semantic,Intersects,8,10,"EX.DD-04.01: The organization defines and implements procedures for assessing the compatibility, security, integrity, and authenticity of externally-developed or externally-sourced applications, software, software components, and firmware before deployment and upon any major change.",<div>EXTEND / Procurement Planning and Due Diligence / Product &amp; Service Due Diligence</div>,EX.DD-04.01,145.297,
12: Acquisition,"Objective 12:  Evaluate whether management establishes acquisition processes that are commensurate with the entity’s business and procurement needs and assesses and mitigates procurement risks associated with overall entity strategic, regulatory, and operational risks. (Section VI “Acquisition”)

Examiners should review the following:
- Project requests and plans related to acquisition.
- Risk assessments, strategic and business plans, and due diligence activities, including meeting minutes related to the acquisition process.
- Contracts and licensing agreements for appropriate provisions, responsibilities and accountability, and mitigation strategies.
- Acquisition-related requests containing documented evaluation criteria and sufficient information for decision-making.
- Documentation standards and procedures, including for updating documentation.
- Stakeholder training and guidance in the acquisition process.
- Audits related to the acquisition process and procurement.",FFIEC-DAM-12.04,"4.  Assess management’s project selection process. Consider management’s actions to
a. Consider business needs, third-party solutions, specifications, and costs.
b. Involve appropriate stakeholders in defining the entity’s IT, information security, and functional requirements, and that the project meets applicable legal and regulatory expectations.
c. Identify the entity’s needs to avoid a third party’s confusion with a request for information and omission of critical information needed for decision-making.
d. Refrain from making assumptions based on third-party responses when management receives information from them, and ask follow-up questions to clarify concerns or solicit more information.
e. Determine when a relationship is established and a contract is created when using an RFQ.
f. Consult with the entity’s legal counsel to identify and resolve contractual issues.
g. Implement a formal process for evaluating information, proposals, and quotes received from the RFIs, RFPs, and RFQs that includes key information to help management select appropriate providers.",Semantic,Intersects,7,10,"GV.RM-08.01: Technology and cybersecurity risk management frameworks are applied to, and are adapted as needed by, the organization's innovations in technology use and adoption of emerging technologies.",GOVERN / Risk Management Strategy  / Technology Assimilation & Implementations,GV.RM-08.01,016.032,
